Date,Species,Family,Sex,Age,Repro,RFA,Mass,Head.height,Head.length,Head.width,CM3,pl.dist,1,2,3,4,5,6,MaxBF,MaxBF.N 
19-May-09,Hibi142,Hipposideridae,F,A,L,44.7,9,9.1,19,10.3,6.4,3,35.9,35,32.8,31.8,32.6,34.2,35.9,3.42
19-May-09,Kein,Vespertilionidae,M,A,,25.9,2.5,8.1,14.3,9.3,5,2.5,9.1,8.6,9.1,9,9,9.1,9.1,0.75
19-May-09,Kein,Vespertilionidae,M,A,,27.9,2.25,7.7,13.4,8.8,5.1,2.5,9,9.4,9.3,9.4,9,9.1,9.4,0.78
19-May-09,Kein,Vespertilionidae,M,A,,28,2.5,7.7,13.6,8.2,5.1,2.5,9.8,9.8,10.1,10,9.6,9.9,10.1,0.85
19-May-09,Kein,Vespertilionidae,M,A,,25.5,2.5,7.7,14.6,8.3,5.3,2.5,9.5,9.4,9.1,9.6,9.4,9.5,9.6,0.8
19-May-09,Musu,Vespertilionidae,F,A,RPL,29.5,4.75,8.6,15.5,8.7,5.4,2.5,44.3,44,44.9,44.6,42.8,43.8,44.9,4.31
19-May-09,Myat,Vespertilionidae,F,A,PL,35.8,8,9.8,17.7,11.2,6.9,3,32,30.1,31.8,29.6,24.6,28.4,32,3.03
19-May-09,Phat,Vespertilionidae,M,A,,32.2,4.75,10,17.3,10.6,6.4,3,25.2,23.8,27.8,24.5,28,27.8,28,2.63
19-May-09,Rhle,Rhinolophidae,F,A,L,39.8,7.5,9,18.3,11,6.7,3,20.9,21,17.3,18.6,18.5,20,21,1.93
19-May-09,Rhle,Rhinolophidae,F,A,NR,40,7,10,18.2,11.6,6.8,3,17.6,15.9,16.9,16.8,15.8,16.9,17.6,1.6
19-May-09,Rhle,Rhinolophidae,F,A,L,41.9,7.5,9.2,18,11,6.7,3,15.9,17.6,15.5,15.6,16,17,17.6,1.6
19-May-09,Rhst,Rhinolophidae,M,A,,47,12,9.9,21.2,10.3,8.5,4,28.6,27,27.4,29.4,25.5,25.3,29.4,2.77
19-May-09,Rhst,Rhinolophidae,M,A,,44,9,9.8,21.4,11,8.4,4,24.8,24.6,24.3,25.3,25.6,24.3,25.6,2.39
20-May-09,Kein,Vespertilionidae,F,A,RPL,31.2,4.25,6.3,12,8.6,5.1,2.5,10.5,8.6,11.5,8.9,8.9,8,11.5,0.99
20-May-09,Kein,Vespertilionidae,M,A,,27.7,2.5,7.3,14.8,8.2,5.1,2.5,12.6,12.9,11.6,11.3,10.2,8.6,12.9,1.13
20-May-09,Kein,Vespertilionidae,M,A,,27.8,3.5,6.9,13.7,8,5.2,2.5,12.4,10.8,10.3,10.8,11.6,10.3,12.4,1.08
20-May-09,Kepa,Vespertilionidae,M,A,,41.8,10.5,10.4,18.9,11.7,8.1,3.5,82.8,90.6,89.5,82,81.3,84.3,90.6,8.86
20-May-09,Kepa,Vespertilionidae,F,A,L,41.8,10,11.4,19.8,13.5,8,3.5,78.9,86.6,88.8,86.4,80.4,85.3,88.8,8.68
20-May-09,Musu,Vespertilionidae,F,A,NR,29.9,4.5,8.8,15.8,8.3,5.4,2.5,37.6,39.5,41.5,38.6,37.6,40.3,41.5,3.97
20-May-09,Myri,Vespertilionidae,M,A,,29.8,5.5,7.2,13.6,8.9,6.6,2.5,11.1,15.4,11.9,9.5,12.1,13.9,15.4,1.38
20-May-09,Rhst,Rhinolophidae,F,A,L,45.4,11,9,21.3,10.6,8.3,4,24,21.4,23.4,22.4,24.1,23.9,24.1,2.24
21-May-09,Kein,Vespertilionidae,M,A,,29.3,3,7.7,13.6,8.4,5.3,2.5,5.8,5.8,5.5,5.5,4.6,5.9,5.9,0.43
21-May-09,Kepe,Vespertilionidae,F,A,L,30.7,4.5,8.8,15.5,9.8,6,3,14.1,16.1,16.1,14.4,13.8,15.8,16.1,1.45
21-May-09,Rhst,Rhinolophidae,M,A,,45.6,9,8.9,20.5,11,9,4,25,27,24.1,23.8,30.4,25.5,30.4,2.87
21-May-09,Rhst,Rhinolophidae,M,A,,46.1,10,9.1,21,10.9,8.9,4,32.8,37.3,32.8,32.6,32.1,38.9,38.9,3.72
21-May-09,Rhst,Rhinolophidae,F,A,L,45.9,9,8.8,19.9,10.8,8.7,4,19.9,21.5,19.9,25.5,21.8,19.1,25.5,2.38
23-May-09,Hibi131,Hipposideridae,F,A,L,46.2,9.25,11.1,19.6,12,6.8,3,34.6,34.6,32.1,32,32.5,32,34.6,3.29
23-May-09,Hibi131,Hipposideridae,M,A,,44.8,9,10,18.7,12.1,6.3,3,29.3,30.3,29.6,30.1,29.6,28.6,30.3,2.86
23-May-09,Hibi142,Hipposideridae,M,A,,42,8.5,8.9,18.7,10.2,6.4,3,29.3,34.9,39,29.5,32,41.3,41.3,3.95
23-May-09,Hibi142,Hipposideridae,M,A,,43.8,10,8.7,18.1,12.2,6.3,3,34.4,35.1,35.2,35.4,34.6,37.8,37.8,3.61
23-May-09,Hibi142,Hipposideridae,F,A,L,43.7,9.75,9.1,18.7,10.6,6.4,3,37.8,34.5,35.9,37.6,44.4,35.8,44.4,4.26
23-May-09,Hibi142,Hipposideridae,F,A,L,43,9,8.5,19,10.2,6.4,3,40.5,40.8,41.3,41.4,35.4,35.4,41.4,3.96
23-May-09,Hibi142,Hipposideridae,M,A,,43.1,9.25,8.9,17.3,12,6.3,3,35,35.1,35.2,33.9,32.4,32.1,35.2,3.35
23-May-09,Hibi142,Hipposideridae,M,A,,42.8,9,8.9,18.9,12.1,6.3,3,33,36.6,36.9,30.6,30.7,30.5,36.9,3.52
23-May-09,Hibi142,Hipposideridae,M,A,,43.3,9.75,8.7,18.9,12,6.3,3,32.1,33.4,33.5,32,38.8,34.6,38.8,3.71
23-May-09,Hibi142,Hipposideridae,F,A,L,43.2,9,8.7,18.7,12.1,6.4,3,47.6,32.8,28.4,35.3,29,32,47.6,4.58
23-May-09,Hibi142,Hipposideridae,F,A,L,45,9.5,8.6,18.1,12,6.4,3,41.9,41.9,45.5,35.9,37.4,35.6,45.5,4.37
23-May-09,Hibi142,Hipposideridae,M,A,,44.2,9.5,8.8,18.4,11.9,6.3,3,34,32.1,36,33.4,30.3,33,36,3.43
23-May-09,Hibi142,Hipposideridae,M,A,,44.1,9.25,8.7,18.4,12.1,6.5,3,32.5,34.9,32.3,32.6,30.6,31.3,34.9,3.32
23-May-09,Hibi142,Hipposideridae,M,A,,42.9,9.5,9.4,18.6,12,6.5,3,32.1,27.4,25.6,24.6,38,24.8,38,3.63
23-May-09,Hibi142,Hipposideridae,M,A,,43.5,9,9.1,18.7,12.2,6.3,3,32,32.1,32.5,34,32.5,34,34,3.23
23-May-09,Hibi142,Hipposideridae,M,A,,42.9,9.5,9,19,12,6.5,3,33.5,35,31.5,34.6,32.6,32.9,35,3.33
23-May-09,Hibi142,Hipposideridae,F,A,L,43,9.25,8.8,18.5,12,6.3,3,30.1,34.3,32.1,33.6,36.9,32,36.9,3.52
23-May-09,Hibi142,Hipposideridae,F,A,NR,43.7,8.5,8.6,18.1,11.8,6.4,3,35.9,34.4,32.3,33.4,32.6,33.5,35.9,3.42
23-May-09,Hice,Hipposideridae,F,A,NR,50.3,10.75,9.8,17.2,10.5,6.9,3,38.6,38.1,40,38.1,38.3,41.5,41.5,3.97
23-May-09,Hice,Hipposideridae,F,A,L,50.4,10.25,9.5,19.6,10.5,6.8,3,34.4,35.9,35,33.9,34.9,34,35.9,3.42
23-May-09,Hice,Hipposideridae,F,A,L,50.2,7.5,9.7,19.7,10.5,6.8,3,44.6,44.5,46.8,44.3,46.5,45.6,46.8,4.5
23-May-09,Hice,Hipposideridae,F,A,L,50.4,9.75,7.9,18,10.6,6.8,3,38.4,38,38.6,43.5,38.8,40.3,43.5,4.17
23-May-09,Hice,Hipposideridae,F,A,NR,48.8,9.75,8.8,19.4,10.8,6.9,3,38.5,37.8,36.4,39.5,38.9,39.7,39.7,3.8
23-May-09,Hice,Hipposideridae,F,A,NR,51.1,11.25,9.1,19.1,10.7,6.8,3,38.8,42.4,38.3,39.5,38.3,39.3,42.4,4.06
24-May-09,Hice,Hipposideridae,F,A,L,50.2,10.75,9.5,19,11,6.8,3,43.3,32.5,32,34.9,40.9,38.1,43.3,4.15
24-May-09,Kein,Vespertilionidae,M,A,,27.8,2.5,7.7,13.4,8.5,5.2,2.5,5.5,4.5,5.5,4.8,5.4,4.3,5.5,0.39
24-May-09,Kepa,Vespertilionidae,M,A,,38.5,6.5,12.8,19.2,14.6,7.4,3.5,58.8,52.3,61.6,62.5,62.5,58.5,62.5,6.06
24-May-09,Rhst,Rhinolophidae,F,A,L,44.9,10.5,9,21,10.4,8.6,4,21,20.8,18.9,18.6,18.1,18.6,21,1.93
24-May-09,Rhst,Rhinolophidae,F,A,L,47.1,10.5,8.9,21,10.6,8.4,4,24.1,25.5,23.3,27.6,23.8,22.9,27.6,2.59
24-May-09,Rhst,Rhinolophidae,M,A,,48.7,9.5,9.5,21.5,11,8.3,4,27.1,26.8,28,25.5,27.1,25.1,28,2.63
25-May-09,Hiri,Hipposideridae,M,A,,48.5,10,13.5,20.1,14.4,8.2,3.5,33.6,32,34.4,35,30.3,35.1,35.1,3.34
25-May-09,Kepa,Vespertilionidae,F,A,NR,41.5,9.5,11.2,19.8,11.9,7.7,3.5,67.1,66.4,69.8,77.4,74,76.8,77.4,7.55
25-May-09,Muae,Vespertilionidae,F,J,NR,35,7.25,11.2,19.2,11.7,6.5,3,115.1,111.4,113.6,114.9,114.4,125.6,125.6,12.34
25-May-09,Rhle,Rhinolophidae,F,A,L,40.1,6.25,9.8,18.6,10.8,6.8,3,16.1,15.8,14.8,14.9,17.9,14.1,17.9,1.63
25-May-09,Rhle,Rhinolophidae,F,A,L,41.2,7,9.8,17.8,10.5,6.7,3,17.6,17.6,21.1,16.4,17.4,17.6,21.1,1.94
25-May-09,Rhst,Rhinolophidae,F,A,L,44,9.25,10.3,21,10.8,8.3,4,23,23.9,23.1,23.9,23,24.4,24.4,2.27
25-May-09,Rhst,Rhinolophidae,F,A,L,45.9,8.5,9.6,21.8,11.1,8.4,4,13.7,15.8,10.4,16,15.3,14.4,16,1.44
25-May-09,Rhtr,Rhinolophidae,M,A,,48.6,13.25,11.5,24,14,8.8,4,53.8,48.9,51.4,51.6,50,50.9,53.8,5.2
25-May-09,Rhtr,Rhinolophidae,M,A,,52.5,15,11.7,22.5,15,8.9,4,61.5,65.9,60.4,51.8,58.3,60.2,65.9,6.4
31-May-09,Hice,Hipposideridae,F,A,PL,47.7,10,11,19.3,12.2,6.7,3,40.4,34.1,34,34.6,33,38,40.4,3.86
31-May-09,Hice,Hipposideridae,M,A,,48.7,10.25,11.6,19.8,13.5,6.8,3,40.5,39.1,37.5,38.5,43.8,41.1,43.8,4.2
31-May-09,Hice,Hipposideridae,F,A,NR,50,9.75,8.7,18.7,10.7,6.8,3,34.5,33.1,35.4,32.1,32,29.3,35.4,3.37
31-May-09,Kein,Vespertilionidae,F,A,PL,31,3.5,9,14.5,9.1,5.2,2.5,9.1,10.5,9.6,8.1,8,9.8,10.5,0.89
31-May-09,Phat,Vespertilionidae,M,A,,35.5,4.25,10.5,17.6,9.4,6.3,3,25,23,23.9,21.6,26.8,24,26.8,2.51
31-May-09,Rhtr,Rhinolophidae,F,A,L,52.5,17,12,23.8,14.6,8.8,4,64,64.5,58.1,59.1,59,57.6,64.5,6.26
1-Jun-09,Hidi,Hipposideridae,F,A,L,81.3,56,15.9,31.9,18,13.5,6,195.4,185,194,193.5,192.3,238,238,23.53
1-Jun-09,Hidi,Hipposideridae,F,A,L,84.1,45.5,16.7,33.2,19.5,13.7,6,203.9,214.4,213.8,211.3,212.2,208.7,214.4,21.18
1-Jun-09,Hidi,Hipposideridae,F,A,L,85.1,48.5,16,33.8,19.4,14,6,211.6,218.3,221,220.7,213.4,221,221,21.83
1-Jun-09,Hidi,Hipposideridae,F,A,L,86.8,45,17,33.3,20,13.2,6,203.9,203.2,189.8,198.1,198.1,201.9,203.9,20.13
1-Jun-09,Hidi,Hipposideridae,F,A,NR,85.6,46,19,34,22.5,14,6,220.6,220,208,210.8,195,193.4,220.6,21.8
1-Jun-09,Hidi,Hipposideridae,F,A,L,86.1,42,20.2,33.8,20.8,13.3,6,241.4,221.4,220.8,221.8,224,220.4,241.4,23.86
1-Jun-09,Hidi,Hipposideridae,F,A,NR,84,50,18,34,22.5,13.4,6,235.5,210.1,194.8,221.7,220.8,220.1,235.5,23.28
1-Jun-09,Hidi,Hipposideridae,F,A,NR,86.3,47,19.1,33.8,21.6,13.3,6,198.9,199.9,188.1,242.9,195.1,196.9,242.9,24.01
1-Jun-09,Hidi,Hipposideridae,F,A,NR,82.2,47,18.2,33.4,20,14,6,160.9,162.1,164.4,161.3,160.8,236.8,236.8,23.41
1-Jun-09,Hidi,Hipposideridae,F,A,NR,84.2,42,18.5,33.2,21.3,14,6,236.8,244.4,233,230.3,237.3,243.4,244.4,24.16
1-Jun-09,Hidi,Hipposideridae,M,A,,86.4,54,17.6,35.1,22.1,14,6,143.4,141.4,145.8,201.4,135.8,192,201.4,19.88
1-Jun-09,Hidi,Hipposideridae,F,A,NR,87.4,45,17.2,32.8,20,13.9,6,183.6,187.4,182.6,186.9,177.5,248.6,248.6,24.58
1-Jun-09,Hidi,Hipposideridae,F,A,NR,81.7,35.2,18.8,34.1,19.3,13.8,6,192.6,195.4,137.6,138.8,201.1,218.4,218.4,21.58
1-Jun-09,Hidi,Hipposideridae,F,A,L,85.6,45,18.5,34.5,20.8,13,6,234.6,235.4,242.3,198.6,236.5,195.7,242.3,23.95
1-Jun-09,Hidi,Hipposideridae,F,A,L,82.2,47,17.5,31.3,17.9,14,6,253.1,248.5,254,254,254.1,247.9,254.1,25.13
1-Jun-09,Hidi,Hipposideridae,F,A,NR,84,50,16.8,32.3,20.8,13.9,6,187,195.3,186.1,196.7,199.2,225.8,225.8,22.31
1-Jun-09,Hidi,Hipposideridae,F,A,PL,85.6,46,17.8,33,21.1,13.9,6,190.6,197.1,196.5,199.4,222,230.4,230.4,22.77
1-Jun-09,Hidi,Hipposideridae,M,A,,83.9,49,18.8,34.5,20.8,14,6,230,232.3,226.9,221.3,226.4,214.9,232.3,22.96
1-Jun-09,Hidi,Hipposideridae,F,A,L,84.2,42,18.7,33.5,20.8,14,6,235.4,228,243.8,239.8,229.4,231.3,243.8,24.1
1-Jun-09,Hidi,Hipposideridae,F,A,L,86.3,47,17.7,33.3,22.3,13.9,6,254.1,225.5,239.6,235.4,211,240.4,254.1,25.13
1-Jun-09,Hidi,Hipposideridae,F,A,L,87.4,45.5,16.2,33.8,19.3,13.3,6,204.1,199.4,197.1,195.8,223.4,221.4,223.4,22.07
1-Jun-09,Hidi,Hipposideridae,M,A,,86.4,54,18,33.7,21.1,13.3,6,254.4,216.8,253.3,212.6,202.3,231.1,254.4,25.16
1-Jun-09,Hidi,Hipposideridae,F,A,L,85.5,52,18.2,32.8,19.2,13.2,6,232.9,254,198.3,218.3,222.5,195.6,254,25.12
1-Jun-09,Hidi,Hipposideridae,F,A,L,81.3,56,17,32.5,20,13.1,6,200.5,200.3,218.4,208,220.5,230.3,230.3,22.76
1-Jun-09,Higa,Hipposideridae,M,A,,45.2,7,9.8,18,9.7,6.2,3,12.9,11.3,11.8,12.8,12.1,11.9,12.9,1.13
1-Jun-09,Higa,Hipposideridae,M,A,,47.6,6.75,9.78,18.2,9.72,6.1,3,9.8,10.2,12.9,12.8,11.9,11.8,12.9,1.13
1-Jun-09,Rhaf,Rhinolophidae,M,A,,49.6,15.75,13.6,23.7,13.1,10,4.5,53.8,52.3,44.8,57.8,52.3,43.4,57.8,5.6
1-Jun-09,Rhaf,Rhinolophidae,M,A,,50.2,14,13.1,23.8,13.5,10.2,4.5,53.5,56,48.3,44.4,46.3,42.8,56,5.42
1-Jun-09,Rhaf,Rhinolophidae,M,A,,49.5,14.5,13.1,24.8,14.5,10.2,4.5,46.1,48.6,45.9,45.5,41.9,44.1,48.6,4.68
1-Jun-09,Rhaf,Rhinolophidae,M,A,,50.5,15,12.7,23.6,13.3,10.3,4.5,55.6,48.3,53.8,54.6,44.9,51.5,55.6,5.38
1-Jun-09,Rhaf,Rhinolophidae,M,A,,50.1,14.75,12.6,23.8,12.3,10.4,4.5,40.5,46.1,40.3,47.8,43.1,42.4,47.8,4.6
1-Jun-09,Rhaf,Rhinolophidae,M,A,,49,14.25,12.6,23.9,13.7,10.4,4.5,57.3,57.4,59.9,58.9,54.4,55.1,59.9,5.8
1-Jun-09,Rhaf,Rhinolophidae,M,A,,51,14,13.8,23.3,13.3,10.2,4.5,44.3,44.5,52.5,47.3,46.1,42.1,52.5,5.07
1-Jun-09,Rhaf,Rhinolophidae,M,A,,48.6,14,13.1,23.7,14,10.1,4.5,47,46.4,48.5,45.9,47.4,47.3,48.5,4.67
1-Jun-09,Rhaf,Rhinolophidae,M,A,,50.6,14.5,12.1,23.6,13.1,10.2,4.5,48.1,47.1,45.6,47,47.5,50.3,50.3,4.85
1-Jun-09,Rhaf,Rhinolophidae,M,A,,50.2,14.25,12.5,24.5,14.8,10,4.5,49.9,53.1,49.9,54.5,50.5,52.8,54.5,5.27
1-Jun-09,Rhaf,Rhinolophidae,M,A,,47.9,15,11.8,24.1,13.8,10,4.5,56.3,56.1,52.4,53.6,52.6,53.8,56.3,5.45
1-Jun-09,Rhaf,Rhinolophidae,M,A,,49.4,15,13.5,24,13.4,9.9,4.5,42.3,39.4,40.8,43.3,38.5,37.5,43.3,4.15
1-Jun-09,Rhaf,Rhinolophidae,M,A,,50.5,15.75,11.7,24.8,15.1,10,4.5,42.3,40.4,42,38.4,39.2,40.2,42.3,4.05
1-Jun-09,Rhaf,Rhinolophidae,M,A,,50.6,15,10.8,23.3,13.3,10,4.5,67.4,53.4,55.1,54.3,54.4,65.1,67.4,6.55
1-Jun-09,Rhaf,Rhinolophidae,M,A,,50.3,16,11.8,24.3,13.3,9.9,4.5,48.6,46.4,46,41.4,41.8,56.8,56.8,5.5
1-Jun-09,Rhaf,Rhinolophidae,F,A,L,49.9,13.25,13.5,24.1,12.8,9.8,4.5,32.8,32.3,32.4,31.8,32,32.8,32.8,3.11
1-Jun-09,Rhaf,Rhinolophidae,F,A,PL,49.6,14.2,12.2,23.8,13.5,10,4.5,47.3,40.3,40.8,41.7,39.9,45.3,47.3,4.55
1-Jun-09,Rhaf,Rhinolophidae,F,A,NR,49.2,12.75,11.6,23.4,12.5,10,4.5,46,41.6,44.4,43.7,42.9,44.3,46,4.42
1-Jun-09,Rhaf,Rhinolophidae,F,A,L,49.6,14,11.5,23.6,14,10,4.5,43.8,45.6,45.4,43.4,45.6,47.3,47.3,4.55
1-Jun-09,Rhaf,Rhinolophidae,F,A,L,50,14.5,12.7,24,13.5,10,4.5,45,40,41.8,42.8,41.9,42.3,45,4.32
22-Jun-09,Kein,Vespertilionidae,M,A,,29.1,3.25,7.4,13.7,8,5.3,2.5,11.4,10.6,11.6,11,10.8,14,14,1.24
24-Jun-09,Chjo,Molossidae,M,A,,45,19,12.7,22.8,16,7.8,3.5,73.4,60.1,60.5,60.9,56.8,66.5,73.4,7.15
24-Jun-09,Momo,Molossidae,M,A,,46,25,15.8,27.2,18.2,8.5,4,90.1,80.6,80.9,84,81.9,79.1,90.1,8.81
24-Jun-09,Momo,Molossidae,F,A,,43.3,25.5,13.5,26,16.2,8.1,3.5,80.9,74.8,71.8,79.3,73.4,69.3,80.9,7.89
24-Jun-09,Momo,Molossidae,F,A,,42.6,22.5,14.1,26.3,16.6,8.2,3.5,48.4,50,48.4,56.4,57.3,54,57.3,5.55
24-Jun-09,Momo,Molossidae,F,A,,43,24,14.4,26.5,17.3,8,3.5,57.5,58.6,54.6,64.1,61.6,69.9,69.9,6.8
24-Jun-09,Momo,Molossidae,F,A,,44,25.5,14.1,25.6,16.3,8,3.5,57.9,56.8,59.8,56.8,58.6,59,59.8,5.8
24-Jun-09,Momo,Molossidae,F,A,,42.9,27,14,26.2,15.8,8.1,3.5,50.6,55.1,54.5,58.5,56.3,62,62,6.01
25-Jun-09,Hice,Hipposideridae,F,A,L,49.3,11.25,8.4,18.6,10.5,6.9,3,38.6,36.5,37.6,43.4,40.5,38,43.4,4.16
25-Jun-09,Hice,Hipposideridae,F,A,L,49,10,8.5,19.2,11,7,3,42.9,41.5,45.5,46.6,41.9,46.3,46.6,4.48
25-Jun-09,Hice,Hipposideridae,F,A,L,50.4,9.5,8.9,19.2,10.6,7.1,3,38.6,42.8,33.8,40.8,36,33,42.8,4.1
25-Jun-09,Hice,Hipposideridae,M,A,,49.3,9.75,12.2,20.2,12.2,7,3,37,41.4,37.8,37.6,41.8,39.5,41.8,4
25-Jun-09,Hidi,Hipposideridae,F,A,NR,84.1,45.5,16.6,31.8,18,13.5,6,174.9,189.9,192,193,187.3,183.8,193,19.05
25-Jun-09,Kein,Vespertilionidae,M,A,,28.5,3.75,8,14,8,5.2,2.5,10.3,9.3,10,9.8,10.1,9.9,10.3,0.87
25-Jun-09,Rhtr,Rhinolophidae,F,A,L,54.3,15.5,12.2,23.5,15.7,9,4,53.4,59.6,53,56,61.3,53.9,61.3,5.94
25-Jun-09,Rhtr,Rhinolophidae,M,A,,49.9,12.25,11.9,23.4,12.3,8.6,4,47.8,42.9,43.5,48,46.1,47,48,4.62
25-Jun-09,Rhtr,Rhinolophidae,F,A,PL,52.7,16,12,24.4,14.8,8.8,4,77.1,69.9,69.3,66.6,75.9,69,77.1,7.52
27-Jun-09,Hibi131,Hipposideridae,F,A,PL,46.8,9,10.2,19.8,12,6.8,3,36.6,36.1,34.3,37,33.1,36.5,37,3.53
27-Jun-09,Hibi131,Hipposideridae,F,A,NR,46.2,8.75,11.2,19.2,12.5,6.6,3,39.1,33.1,32.9,33,35.6,34.7,39.1,3.74
27-Jun-09,Hibi142,Hipposideridae,M,A,,42.4,6.75,8.4,18.9,12.1,6.5,3,34.3,24.5,21.9,30.3,26.8,22.1,34.3,3.26
27-Jun-09,Hibi142,Hipposideridae,F,A,L,43.6,8.5,8.8,19.8,10,6.3,3,40.1,50,32,48.4,33,44.8,50,4.82
27-Jun-09,Hibi142,Hipposideridae,F,A,L,42.8,8.75,8.4,19,9.5,6.4,3,32.6,29.4,28,26.5,29.5,28.9,32.6,3.09
27-Jun-09,Hibi142,Hipposideridae,M,A,,42.5,8.25,8.8,19,11,6.3,3,35.9,37,37.3,38.6,41.6,36.4,41.6,3.98
27-Jun-09,Hibi142,Hipposideridae,M,A,,42.6,8.5,8.6,18.8,10.7,6.2,3,27.9,29.6,32,32,35.5,29.8,35.5,3.38
27-Jun-09,Hibi142,Hipposideridae,F,A,NR,43.6,8,8.8,18.5,12,6.4,3,32.4,32,29.4,33.4,29.3,33.2,33.4,3.17
27-Jun-09,Hibi142,Hipposideridae,M,A,,42,8.5,8.9,18.4,10.7,6.4,3,27.8,35.5,29.9,28.9,28.4,28.9,35.5,3.38
27-Jun-09,Hibi142,Hipposideridae,M,A,,41.6,9,8.8,19.5,12,6.4,3,25.8,27.4,28.6,27.5,25,26.1,28.6,2.69
27-Jun-09,Hibi142,Hipposideridae,F,A,NR,42.9,8.25,8.2,18.5,12,6.5,3,24.1,25.4,25.5,24.6,22.9,24.1,25.5,2.38
27-Jun-09,Hibi142,Hipposideridae,M,A,,43.2,8.25,9,18.5,11.8,6.7,3,39.4,35.9,33.8,34.8,39.4,40.5,40.5,3.87
27-Jun-09,Hibi142,Hipposideridae,F,A,L,43.1,8.5,8.7,17.5,11.8,6.5,3,37.5,33.9,32.9,35.5,39.1,38.9,39.1,3.74
27-Jun-09,Hibi142,Hipposideridae,F,A,L,42.5,7.75,8.9,19.1,10.2,6.6,3,38,33.5,38.9,36,32,34,38.9,3.72
27-Jun-09,Hibi142,Hipposideridae,M,A,,43,8,9,18.8,12,6.5,3,40.5,35.5,34.5,36,38.6,46.4,46.4,4.46
27-Jun-09,Hibi142,Hipposideridae,M,A,,43.1,8,8.9,19,10.5,6.5,3,32,28.4,25.9,28.3,26.7,67.3,67.3,6.54
27-Jun-09,Hibi142,Hipposideridae,F,A,NR,42.8,8,8.9,18.9,10.9,6.7,3,35.4,30.6,32,28.8,33.5,30.3,35.4,3.37
27-Jun-09,Hibi142,Hipposideridae,F,A,L,44.9,8.5,8.4,18.3,10.7,6.5,3,40.8,35.4,33.1,32,34.3,38.6,40.8,3.9
27-Jun-09,Hibi142,Hipposideridae,M,A,,43.4,8.75,8.7,18.5,10.9,6.5,3,27.4,22,25.6,29,28.1,22.3,29,2.73
27-Jun-09,Hibi142,Hipposideridae,F,A,L,43.6,8.25,8.4,18.7,10.3,6.4,3,47.4,32.8,35.9,34.8,35.8,32.6,47.4,4.56
27-Jun-09,Hibi142,Hipposideridae,F,A,L,42.7,7.75,9.3,19.6,12.1,6.3,3,38.3,37,38.4,34.8,37.1,38.3,38.4,3.67
27-Jun-09,Hibi142,Hipposideridae,M,A,,42.9,8.25,9,19,11,6.4,3,48.6,48,35.3,42.8,37.6,36.9,48.6,4.68
27-Jun-09,Hibi142,Hipposideridae,F,A,PL,44.7,8.5,8.8,18.9,10.4,6.5,3,32.3,28.9,29.9,30.2,31.8,32,32.3,3.06
27-Jun-09,Hibi142,Hipposideridae,M,A,,42.2,8.5,9,18.1,12.2,6.4,3,34.9,37.3,35.3,35.6,38.5,40.1,40.1,3.83
27-Jun-09,Hibi142,Hipposideridae,M,A,,42.1,8.25,9.4,19.1,10,6.4,3,32.3,33.5,32,34.3,30.1,33.6,34.3,3.26
27-Jun-09,Hibi142,Hipposideridae,M,A,,42.8,9,8.5,18.2,10.9,6.5,3,35.3,34.2,33.2,31,31.6,33.7,35.3,3.36
27-Jun-09,Hibi142,Hipposideridae,F,A,L,43.7,8.5,9.3,19.3,11.9,6.4,3,35.3,25.4,32.2,35,28.7,29.8,35.3,3.36
27-Jun-09,Hibi142,Hipposideridae,M,A,,42.4,7.75,9,18.4,10.8,6.4,3,30.3,30.1,28.6,30.1,29.7,29.6,30.3,2.86
27-Jun-09,Hibi142,Hipposideridae,M,A,,43,9.25,8.5,20,11,6.4,3,56.6,48,50.1,51,47.3,46.9,56.6,5.48
27-Jun-09,Hibi142,Hipposideridae,M,A,,43,8.25,8.8,18.2,9.8,6.3,3,35.3,34.4,33.2,33.1,34.8,32.6,35.3,3.36
27-Jun-09,Hibi142,Hipposideridae,M,A,,43,8,8.7,19.2,10.1,6.4,3,32,31.5,30.6,32,31.4,29.3,32,3.03
27-Jun-09,Hibi142,Hipposideridae,M,A,,42,8,8.1,19.4,10.6,6.4,3,43.4,42.2,41.4,43.9,43.2,41.2,43.9,4.21
27-Jun-09,Hice,Hipposideridae,M,A,,49.6,9,11.9,20.1,13.3,7,3,34.6,32.3,32.1,36.8,40.8,39.1,40.8,3.9
27-Jun-09,Hice,Hipposideridae,F,A,PL,48.8,10.25,8.8,18.8,10.4,7,3,37.4,36.1,38.4,37.5,35.5,38.6,38.6,3.69
27-Jun-09,Hice,Hipposideridae,M,A,,48.2,9.25,11.8,19.7,13.4,6.8,3,47.3,46.4,52.8,48.3,46.6,48.9,52.8,5.1
27-Jun-09,Hice,Hipposideridae,F,A,NR,49.9,9.5,9.9,19.4,11,7,3,37.5,36.6,36.9,35.9,36.9,38.4,38.4,3.67
27-Jun-09,Hice,Hipposideridae,F,A,NR,50.5,10,9.9,20,12,7.3,3,38.8,45.1,37.8,40.8,44,36,45.1,4.33
27-Jun-09,Hice,Hipposideridae,F,A,L,49.2,8.5,10.2,19.6,11.5,7.2,3,45.5,42.3,45.1,43.1,48.9,45.3,48.9,4.71
27-Jun-09,Hice,Hipposideridae,F,A,L,48.5,9.25,10.7,20,12.1,7,3,40.8,37.8,38.4,44.3,36.9,36.3,44.3,4.25
